city,datetime,actual_temperature,actual_rainfall,actual_wind
Guwahati,2026-09-24T10:00,32.9,0.5,7.6
Guwahati,2026-09-24T11:00,31.4,1.0,10.1
Guwahati,2026-09-24T12:00,29.6,1.0,10.1
Guwahati,2026-09-24T13:00,27.9,1.1,11.0
Guwahati,2026-09-24T14:00,27.0,1.1,14.2
Guwahati,2026-09-24T15:00,26.4,1.0,15.1
Guwahati,2026-09-24T16:00,25.3,0.5,16.8
Guwahati,2026-09-24T17:00,24.1,0.1,15.1
Guwahati,2026-09-24T18:00,24.5,0.0,13.8
Guwahati,2026-09-24T19:00,24.8,0.0,10.6
Guwahati,2026-09-24T20:00,24.8,0.0,9.8
Guwahati,2026-09-24T21:00,26.2,0.0,6.7
Guwahati,2026-09-24T22:00,27.2,0.0,6.9
Guwahati,2026-09-24T23:00,28.0,0.0,9.2
Guwahati,2026-09-25T00:00,30.0,0.0,10.8
Guwahati,2026-09-25T01:00,31.6,0.0,12.5
Guwahati,2026-09-25T02:00,33.1,0.0,13.4
Guwahati,2026-09-25T03:00,34.2,0.0,15.6
Guwahati,2026-09-25T04:00,34.1,0.0,16.1
Guwahati,2026-09-25T05:00,34.9,0.0,14.7
Guwahati,2026-09-25T06:00,35.6,0.0,15.3
Guwahati,2026-09-25T07:00,35.5,0.0,12.8
Guwahati,2026-09-25T08:00,34.9,0.0,9.9
Guwahati,2026-09-25T09:00,35.3,0.0,8.6
Guwahati,2026-09-25T10:00,32.9,0.0,8.3
Guwahati,2026-09-25T11:00,31.9,0.0,7.0
Guwahati,2026-09-25T12:00,30.3,0.0,9.9
Guwahati,2026-09-25T13:00,28.8,0.0,11.6
Guwahati,2026-09-25T14:00,27.1,0.0,13.3
Guwahati,2026-09-25T15:00,26.4,0.0,15.4
Jaipur,2026-09-22T16:00,24.6,0.0,17.6
Jaipur,2026-09-22T17:00,24.3,0.0,16.1
Jaipur,2026-09-22T18:00,24.0,0.0,13.7
Jaipur,2026-09-22T19:00,24.4,0.0,12.6
Jaipur,2026-09-22T20:00,25.8,0.0,11.2
Jaipur,2026-09-22T21:00,25.1,0.4,9.4
Jaipur,2026-09-22T22:00,27.2,0.5,8.2
Jaipur,2026-09-22T23:00,27.7,0.9,8.1
Jaipur,2026-09-23T00:00,29.5,1.0,10.7
Jaipur,2026-09-23T01:00,31.5,1.1,12.4
Jaipur,2026-09-23T02:00,32.4,0.9,14.8
Jaipur,2026-09-23T03:00,33.2,1.0,16.1
Jaipur,2026-09-23T04:00,34.1,0.8,17.0
Jaipur,2026-09-23T05:00,35.3,0.2,15.2
Jaipur,2026-09-23T06:00,34.9,0.0,15.2
Jaipur,2026-09-23T07:00,35.1,0.0,12.3
Jaipur,2026-09-23T08:00,34.4,0.0,11.8
Jaipur,2026-09-23T09:00,33.3,0.0,8.1
Jaipur,2026-09-23T10:00,33.3,0.0,9.5
Jaipur,2026-09-23T11:00,31.4,0.0,8.8
Jaipur,2026-09-23T12:00,28.9,0.0,9.6
Jaipur,2026-09-23T13:00,28.4,0.0,11.7
Jaipur,2026-09-23T14:00,26.6,0.0,13.9
Jaipur,2026-09-23T15:00,26.1,0.0,16.0
Jaipur,2026-09-23T16:00,24.6,0.0,16.5
Jaipur,2026-09-23T17:00,24.4,0.0,15.2
Jaipur,2026-09-23T18:00,24.4,0.0,14.1
Jaipur,2026-09-23T19:00,24.7,0.0,13.8
Jaipur,2026-09-23T20:00,24.4,0.0,11.5
Jaipur,2026-09-23T21:00,25.7,0.0,9.0
Jaipur,2026-09-23T22:00,26.7,0.0,8.2
Jaipur,2026-09-23T23:00,28.0,0.0,8.7
Jaipur,2026-09-24T00:00,30.4,0.0,10.6
Jaipur,2026-09-24T01:00,31.3,0.0,11.3
Jaipur,2026-09-24T02:00,31.9,0.0,13.9
Jaipur,2026-09-24T03:00,34.0,0.0,14.3
Jaipur,2026-09-24T04:00,35.2,0.0,16.4
Jaipur,2026-09-24T05:00,35.4,0.0,16.1
Jaipur,2026-09-24T06:00,34.6,0.0,13.7
Jaipur,2026-09-24T07:00,34.8,0.0,13.4
Jaipur,2026-09-24T08:00,34.9,0.0,9.1
Jaipur,2026-09-24T09:00,33.3,0.4,7.5
Jaipur,2026-09-24T10:00,32.6,0.5,8.3
Jaipur,2026-09-24T11:00,31.4,0.8,9.5
Jaipur,2026-09-24T12:00,29.3,1.0,11.5
Jaipur,2026-09-24T13:00,28.3,1.1,11.8
Jaipur,2026-09-24T14:00,25.6,0.9,15.0
Jaipur,2026-09-24T15:00,25.4,0.9,15.6
Jaipur,2026-09-24T16:00,24.8,0.5,16.0
Jaipur,2026-09-24T17:00,23.9,0.1,16.3
Jaipur,2026-09-24T18:00,24.9,0.0,14.6
Jaipur,2026-09-24T19:00,23.8,0.0,10.9
Jaipur,2026-09-24T20:00,24.7,0.0,11.3
Jaipur,2026-09-24T21:00,25.9,0.0,9.7
Jaipur,2026-09-24T22:00,27.5,0.0,7.6
Jaipur,2026-09-24T23:00,27.7,0.0,8.9
Jaipur,2026-09-25T00:00,30.2,0.0,10.5
Jaipur,2026-09-25T01:00,31.1,0.0,12.3
Jaipur,2026-09-25T02:00,32.0,0.0,13.7
Jaipur,2026-09-25T03:00,33.8,0.0,15.1
Jaipur,2026-09-25T04:00,34.5,0.0,16.1
Jaipur,2026-09-25T05:00,34.8,0.0,16.6
Jaipur,2026-09-25T06:00,35.2,0.0,14.6
Jaipur,2026-09-25T07:00,34.8,0.0,11.8
Jaipur,2026-09-25T08:00,34.4,0.0,10.7
Jaipur,2026-09-25T09:00,33.9,0.0,6.3
Jaipur,2026-09-25T10:00,33.0,0.0,9.0
Jaipur,2026-09-25T11:00,30.6,0.0,7.2
Jaipur,2026-09-25T12:00,30.6,0.0,9.8
Jaipur,2026-09-25T13:00,27.5,0.0,11.2
Jaipur,2026-09-25T14:00,26.8,0.0,13.1
Jaipur,2026-09-25T15:00,26.0,0.0,16.6
Kolkata,2026-09-22T16:00,26.5,0.0,15.8
Kolkata,2026-09-22T17:00,25.7,0.0,15.9
Kolkata,2026-09-22T18:00,25.6,0.0,14.1
Kolkata,2026-09-22T19:00,25.7,0.0,12.5
Kolkata,2026-09-22T20:00,26.2,0.0,10.2
Kolkata,2026-09-22T21:00,27.6,0.2,7.6
Kolkata,2026-09-22T22:00,28.5,0.6,8.9
Kolkata,2026-09-22T23:00,29.5,0.9,8.2
Kolkata,2026-09-23T00:00,31.6,1.0,8.9
Kolkata,2026-09-23T01:00,32.7,1.1,11.8
Kolkata,2026-09-23T02:00,34.2,0.9,15.3
Kolkata,2026-09-23T03:00,35.4,0.8,16.3
Kolkata,2026-09-23T04:00,35.7,0.7,15.8
Kolkata,2026-09-23T05:00,36.3,0.4,15.3
Kolkata,2026-09-23T06:00,37.0,0.0,13.9
Kolkata,2026-09-23T07:00,36.7,0.0,13.8
Kolkata,2026-09-23T08:00,36.0,0.0,10.4
Kolkata,2026-09-23T09:00,35.1,0.0,9.0
Kolkata,2026-09-23T10:00,34.4,0.0,8.9
Kolkata,2026-09-23T11:00,32.4,0.0,8.8
Kolkata,2026-09-23T12:00,31.4,0.0,9.9
Kolkata,2026-09-23T13:00,29.7,0.0,12.0
Kolkata,2026-09-23T14:00,28.3,0.0,14.1
Kolkata,2026-09-23T15:00,27.7,0.0,15.6
Kolkata,2026-09-23T16:00,26.7,0.0,16.7
Kolkata,2026-09-23T17:00,26.2,0.0,15.7
Kolkata,2026-09-23T18:00,26.2,0.0,14.7
Kolkata,2026-09-23T19:00,25.9,0.0,12.1
Kolkata,2026-09-23T20:00,26.7,0.0,10.2
Kolkata,2026-09-23T21:00,27.2,0.0,7.0
Kolkata,2026-09-23T22:00,28.5,0.0,8.9
Kolkata,2026-09-23T23:00,29.7,0.0,8.9
Kolkata,2026-09-24T00:00,31.2,0.0,10.9
Kolkata,2026-09-24T01:00,32.8,0.0,9.8
Kolkata,2026-09-24T02:00,33.6,0.0,15.8
Kolkata,2026-09-24T03:00,35.9,0.0,15.5
Kolkata,2026-09-24T04:00,35.6,0.0,17.0
Kolkata,2026-09-24T05:00,36.0,0.0,14.8
Kolkata,2026-09-24T06:00,37.2,0.0,14.6
Kolkata,2026-09-24T07:00,36.8,0.0,11.3
Kolkata,2026-09-24T08:00,36.2,0.0,9.6
Kolkata,2026-09-24T09:00,35.4,0.3,10.2
Kolkata,2026-09-24T10:00,33.9,0.5,8.0
Kolkata,2026-09-24T11:00,32.2,0.8,8.8
Kolkata,2026-09-24T12:00,31.2,0.9,10.8
Kolkata,2026-09-24T13:00,29.5,1.0,12.5
Kolkata,2026-09-24T14:00,28.8,0.9,14.2
Kolkata,2026-09-24T15:00,27.2,0.9,15.9
Kolkata,2026-09-24T16:00,26.1,0.6,18.0
Kolkata,2026-09-24T17:00,25.8,0.3,15.6
Kolkata,2026-09-24T18:00,25.9,0.0,14.3
Kolkata,2026-09-24T19:00,25.7,0.0,13.0
Kolkata,2026-09-24T20:00,26.1,0.0,11.0
Kolkata,2026-09-24T21:00,27.4,0.0,9.6
Kolkata,2026-09-24T22:00,28.5,0.0,8.6
Kolkata,2026-09-24T23:00,29.6,0.0,7.7
Kolkata,2026-09-25T00:00,31.0,0.0,11.4
Kolkata,2026-09-25T01:00,32.7,0.0,11.2
Kolkata,2026-09-25T02:00,33.3,0.0,14.4
Kolkata,2026-09-25T03:00,34.5,0.0,15.0
Kolkata,2026-09-25T04:00,35.7,0.0,16.1
Kolkata,2026-09-25T05:00,36.4,0.0,15.9
Kolkata,2026-09-25T06:00,36.8,0.0,14.4
Kolkata,2026-09-25T07:00,37.1,0.0,12.5
Kolkata,2026-09-25T08:00,36.3,0.0,11.4
Kolkata,2026-09-25T09:00,35.0,0.0,9.0
Kolkata,2026-09-25T10:00,33.9,0.0,7.9
Kolkata,2026-09-25T11:00,32.2,0.0,9.4
Kolkata,2026-09-25T12:00,31.2,0.0,11.1
Kolkata,2026-09-25T13:00,29.7,0.0,11.1
Kolkata,2026-09-25T14:00,28.5,0.0,14.6
Kolkata,2026-09-25T15:00,27.0,0.0,16.2
Mumbai,2026-09-22T16:00,27.2,0.0,15.9
Mumbai,2026-09-22T17:00,27.1,0.0,16.7
Mumbai,2026-09-22T18:00,26.3,0.0,14.0
Mumbai,2026-09-22T19:00,26.7,0.0,12.2
Mumbai,2026-09-22T20:00,27.3,0.0,10.0
Mumbai,2026-09-22T21:00,27.7,0.2,8.6
Mumbai,2026-09-22T22:00,29.1,0.5,7.2
Mumbai,2026-09-22T23:00,30.4,0.8,7.5
Mumbai,2026-09-23T00:00,31.8,0.9,11.4
Mumbai,2026-09-23T01:00,32.9,1.2,11.4
Mumbai,2026-09-23T02:00,34.5,0.9,13.3
Mumbai,2026-09-23T03:00,35.9,0.9,13.9
Mumbai,2026-09-23T04:00,37.1,0.5,15.6
Mumbai,2026-09-23T05:00,37.5,0.2,14.6
Mumbai,2026-09-23T06:00,38.2,0.0,15.4
Mumbai,2026-09-23T07:00,36.8,0.0,12.9
Mumbai,2026-09-23T08:00,36.8,0.0,9.6
Mumbai,2026-09-23T09:00,35.8,0.0,10.4
Mumbai,2026-09-23T10:00,35.4,0.0,8.9
Mumbai,2026-09-23T11:00,32.9,0.0,8.4
Mumbai,2026-09-23T12:00,31.5,0.0,8.1
Mumbai,2026-09-23T13:00,30.2,0.0,14.0
Mumbai,2026-09-23T14:00,28.2,0.0,13.0
Mumbai,2026-09-23T15:00,27.7,0.0,14.3
Mumbai,2026-09-23T16:00,26.7,0.0,16.9
Mumbai,2026-09-23T17:00,26.6,0.0,17.6
Mumbai,2026-09-23T18:00,26.4,0.0,15.2
Mumbai,2026-09-23T19:00,27.3,0.0,12.6
Mumbai,2026-09-23T20:00,27.4,0.0,10.6
Mumbai,2026-09-23T21:00,27.7,0.0,9.3
Mumbai,2026-09-23T22:00,28.6,0.0,8.7
Mumbai,2026-09-23T23:00,30.6,0.0,8.8
Mumbai,2026-09-24T00:00,31.3,0.0,10.2
Mumbai,2026-09-24T01:00,33.9,0.0,12.1
Mumbai,2026-09-24T02:00,35.0,0.0,13.5
Mumbai,2026-09-24T03:00,35.5,0.0,15.4
Mumbai,2026-09-24T04:00,35.8,0.0,14.8
Mumbai,2026-09-24T05:00,37.6,0.0,15.5
Mumbai,2026-09-24T06:00,37.3,0.0,13.3
Mumbai,2026-09-24T07:00,37.6,0.0,11.2
Mumbai,2026-09-24T08:00,35.9,0.0,10.3
Mumbai,2026-09-24T09:00,35.5,0.2,9.7
Mumbai,2026-09-24T10:00,34.5,0.6,8.9
Mumbai,2026-09-24T11:00,33.2,1.1,7.4
Mumbai,2026-09-24T12:00,31.6,1.0,9.3
Mumbai,2026-09-24T13:00,30.6,1.0,12.9
Mumbai,2026-09-24T14:00,28.6,0.9,13.3
Mumbai,2026-09-24T15:00,27.8,0.8,15.4
Mumbai,2026-09-24T16:00,27.0,0.6,16.6
Mumbai,2026-09-24T17:00,26.7,0.1,14.9
Mumbai,2026-09-24T18:00,26.6,0.0,14.2
Mumbai,2026-09-24T19:00,26.1,0.0,11.1
Mumbai,2026-09-24T20:00,26.4,0.0,9.6
Mumbai,2026-09-24T21:00,28.4,0.0,8.9
Mumbai,2026-09-24T22:00,29.1,0.0,6.9
Mumbai,2026-09-24T23:00,30.1,0.0,9.0
Mumbai,2026-09-25T00:00,32.4,0.0,10.1
Mumbai,2026-09-25T01:00,33.2,0.0,12.6
Mumbai,2026-09-25T02:00,35.0,0.0,14.3
Mumbai,2026-09-25T03:00,35.7,0.0,16.7
Mumbai,2026-09-25T04:00,37.3,0.0,16.2
Mumbai,2026-09-25T05:00,37.8,0.0,15.3
Mumbai,2026-09-25T06:00,37.2,0.0,14.2
Mumbai,2026-09-25T07:00,37.5,0.0,12.6
Mumbai,2026-09-25T08:00,36.8,0.0,10.2
Mumbai,2026-09-25T09:00,36.2,0.0,8.7
Mumbai,2026-09-25T10:00,34.1,0.0,7.6
Mumbai,2026-09-25T11:00,33.5,0.0,8.1
Mumbai,2026-09-25T12:00,32.2,0.0,9.0
Mumbai,2026-09-25T13:00,29.7,0.0,13.5
Mumbai,2026-09-25T14:00,28.5,0.0,13.1
Mumbai,2026-09-25T15:00,27.1,0.0,15.1
