city,datetime,lead_days,blend_temperature,blend_rainfall,blend_wind_speed,temperature,rainfall,wind_speed
Agartala,2026-09-26 21:00:00,3,26.81096171096171,0.0,6.206716599999998,27.12375103041863,0.30395504450130484,6.62060348003046
Agartala,2026-09-26 22:00:00,3,26.48167658167658,0.0,5.9986658,26.77335320321177,0.30726415084637826,6.997329846750143
Agartala,2026-09-26 23:00:00,3,26.161561261561264,0.0,5.741942399999999,26.74979482131027,0.2724376493733953,7.149595876120772
Agra,2026-09-24 00:00:00,1,26.7339707,0.0,8.4279979,27.3414955531453,0.17943535893147897,7.609516479849733
Agra,2026-09-24 01:00:00,1,26.308184,0.0,8.3262685,26.930971566013547,0.14476556544948666,7.247851091069947
Agra,2026-09-24 02:00:00,1,26.085818100000004,0.0,7.915012699999999,26.70095734268826,0.1368054473085556,7.058507025413376
Agra,2026-09-24 03:00:00,1,25.855432000000004,0.0,7.368463999999999,26.45158320775,0.14388947197792473,7.062124378310537
Agra,2026-09-24 04:00:00,1,25.665907500000003,0.0,7.6083145,26.246231634979583,0.13200547513096153,6.448480085554494
Agra,2026-09-24 05:00:00,1,25.885368700000004,0.0,6.812089299999999,26.493521825146882,0.130497613261482,6.257404169035984
Agra,2026-09-24 06:00:00,1,25.8076655,0.0259688,8.345004499999998,26.385767229034272,0.20296133782915549,7.0881871062094834
Agra,2026-09-24 07:00:00,1,26.681279600000003,0.0259688,10.161418,27.31367970854868,0.1847967052733191,7.956809338029502
Agra,2026-09-24 08:00:00,1,27.8863144,0.0259688,12.1256105,28.397234096064896,0.15393406723750575,9.956372717073977
Agra,2026-09-24 09:00:00,1,29.0040809,0.0,11.866947499999998,29.472941055385146,0.07992831982011596,9.756981227314958
Agra,2026-09-24 10:00:00,1,30.0829308,0.0,11.234130100000002,30.50983916021835,0.07674563542930182,8.993439434067433
Agra,2026-09-24 11:00:00,1,31.1183715,0.0,10.961404599999998,31.445665902637806,0.07774041007754301,8.58980454298099
Agra,2026-09-24 12:00:00,1,31.7543225,0.0490402,10.9189628,31.987965244854415,0.2426413272739071,8.551146321216429
Agra,2026-09-24 13:00:00,1,31.9800227,0.0259688,10.6655583,32.12226246006486,0.2157081304373149,8.590081024621261
Agra,2026-09-24 14:00:00,1,31.9125587,0.0259688,10.8066509,31.980710618223796,0.20708008298234543,8.904045482502513
Agra,2026-09-24 15:00:00,1,31.6808268,0.0259688,10.9038315,31.772478150333825,0.20673033185779682,8.961575086156888
Agra,2026-09-24 16:00:00,1,31.265440700000003,0.0259688,11.4580919,31.390476079215336,0.20217968733261715,9.158042848008138
Agra,2026-09-24 17:00:00,1,30.40622740000001,0.0259688,12.0923565,30.594107302239443,0.1825030532103688,9.32709810842377
Agra,2026-09-24 18:00:00,1,29.444800900000004,0.0,11.5304272,29.75567013244898,0.08263282224637912,8.93516312650419
Agra,2026-09-24 19:00:00,1,28.5541669,0.0,12.1555559,28.967663202302205,0.08755703821452884,8.143260945790209
Agra,2026-09-24 20:00:00,1,27.660187,0.0,13.419190899999998,28.215192513446834,0.12498063368172457,9.160139837803655
Agra,2026-09-24 21:00:00,1,26.7766826,0.0,14.3498057,27.543155521223145,0.13607453433716635,10.09881378180804
Agra,2026-09-24 22:00:00,1,26.0907229,0.0,14.609978999999996,26.835176281130465,0.14398818867845953,11.022211349643218
Agra,2026-09-24 23:00:00,1,25.5648613,0.0,14.083454799999998,26.31552028361181,0.1441958663778915,10.109193997118695
Agra,2026-09-25 00:00:00,2,25.0299031,0.0,12.246062446062446,25.887570294709736,0.14236899707112735,8.051397483615066
Agra,2026-09-25 01:00:00,2,24.461616300000003,0.0,10.582027082027082,25.34368955627144,0.12341582881400885,6.476688646404744
Agra,2026-09-25 02:00:00,2,24.2116785,0.0,10.432753532753532,25.078969406831725,0.11548554486019218,6.48273546287796
Agra,2026-09-25 03:00:00,2,23.984108300000003,0.0,10.364486964486964,24.796462160731657,0.10400003137323623,7.333427806051144
Agra,2026-09-25 04:00:00,2,23.5673959,0.0,9.365981765981768,24.382065389833656,0.10516422300888074,7.830121831859014
Agra,2026-09-25 05:00:00,2,23.273341800000004,0.0,8.434726234726234,24.108720637481515,0.12061035392005504,7.631850897950877
Agra,2026-09-25 06:00:00,2,23.3495768,0.0,7.989411989411989,24.271236548506618,0.12957200969533939,7.510092951393788
Agra,2026-09-25 07:00:00,2,24.3882277,0.0,8.54034904034904,25.307072919441225,0.127749398366159,7.1032368407237065
Agra,2026-09-25 08:00:00,2,25.768465,0.0,11.030573130573131,26.929697163007436,0.11550429425319923,8.712389052528943
Agra,2026-09-25 09:00:00,2,26.948955500000004,0.0,13.793937293937294,27.907464867757458,0.1192503260726086,10.478241588099493
Agra,2026-09-25 10:00:00,2,27.8711987,0.0274464,16.875762775762777,28.662914470928705,0.12589489542258972,14.044483002261437
Agra,2026-09-25 11:00:00,2,28.5488686,0.0,17.565482965482964,29.31239647139332,0.10360652684427257,14.80570644080021
Agra,2026-09-25 12:00:00,2,28.8812713,0.0315365,18.562523062523063,29.44833881347959,0.2167201981207559,15.453019540131605
Agra,2026-09-25 13:00:00,2,28.5302995,0.0315365,18.84249604249604,29.054421556693722,0.20894251739223932,15.555482166854151
Agra,2026-09-25 14:00:00,2,27.899845300000003,0.0315365,18.512406412406413,28.612232465235643,0.2083347003948309,15.11544857625754
Agra,2026-09-25 15:00:00,2,27.1065226,0.0,16.165056365056365,28.373168926838503,0.1296862988094357,13.31655705134234
Agra,2026-09-25 16:00:00,2,26.8389157,0.0,14.204742704742706,28.189831633612158,0.11762907736316945,11.861327224460496
Agra,2026-09-25 17:00:00,2,26.5205152,0.0,13.749216549216548,27.90806388493376,0.1162874024942875,11.396961508553034
Agra,2026-09-25 18:00:00,2,25.8886895,0.0,13.47157557157557,26.80728085323335,0.10827204321727266,11.186257753895607
Agra,2026-09-25 19:00:00,2,25.2438793,0.0,11.853905953905953,26.149710395707793,0.11774533587403468,11.161743591030843
Agra,2026-09-25 20:00:00,2,24.7946988,0.0,11.178590178590175,25.644195690107377,0.11540683802053044,10.957477090151228
Agra,2026-09-25 21:00:00,2,24.3065133,0.0,10.064742064742063,25.13786622442146,0.13407645097410528,10.671804768876354
Agra,2026-09-25 22:00:00,2,23.7537549,0.0,10.585408585408588,24.57759088679173,0.10865967528406881,10.591054704225328
Agra,2026-09-25 23:00:00,2,23.6722539,0.0,12.314910514910515,24.499242196316235,0.11842765798609056,11.333600177424783
Agra,2026-09-26 00:00:00,3,23.4069599,0.1056016943983055,9.923296523296523,24.186305302386145,0.31964882219477353,9.935687960889243
Agra,2026-09-26 01:00:00,3,23.2432254,0.1056016943983055,7.146145146145148,24.01670623938361,0.29680045212428613,7.757620890737735
Agra,2026-09-26 02:00:00,3,22.8345525,0.1641838358161641,9.983396883396884,23.593480413758087,0.343447270500082,10.808160873856206
Agra,2026-09-26 03:00:00,3,22.5872501,0.084019015980984,11.04973434973435,23.325033727098695,0.253011401453091,10.689029874848774
Agra,2026-09-26 04:00:00,3,22.4979619,0.0547279452720547,12.23933783933784,23.233248308952998,0.22105546077346366,11.755214572974088
Agra,2026-09-26 05:00:00,3,22.3727334,0.0254368745631254,11.610358510358513,23.122529415644692,0.1861740793531889,12.30094700439347
Agra,2026-09-26 06:00:00,3,22.1651763,0.5341743658256342,11.97106357106357,22.919385189912596,0.5188409062077497,12.406069142968592
Agra,2026-09-26 07:00:00,3,22.4243059,0.5341743658256342,11.002719002719004,23.278814992450258,0.5521355885410515,11.418229503618955
Agra,2026-09-26 08:00:00,3,22.9014406,0.5341743658256342,11.716814016814018,24.173506650447056,0.5580060299188015,11.2032936696736
Agra,2026-09-26 09:00:00,3,23.3676704,0.2543687456312543,10.805028805028806,24.768474333639134,0.42702365028834044,10.15542460115918
Agra,2026-09-26 10:00:00,3,24.1049898,0.2836598163401836,11.196337896337898,25.53695519235706,0.47160173945029576,10.190738682651746
Agra,2026-09-26 11:00:00,3,24.6185923,0.3129508870491129,11.283662083662083,25.93125711510409,0.49798480404730117,10.193248888224764
Agra,2026-09-26 12:00:00,3,24.940015700000004,0.499123600876399,12.855129655129655,25.686140036015356,0.6484683888761852,12.013165734908206
Agra,2026-09-26 13:00:00,3,25.3065096,0.3448031551968447,14.612255012255016,26.11663215508099,0.6425477039559383,13.27373423062131
Agra,2026-09-26 14:00:00,3,25.6612996,0.2517357482642517,17.04431504431505,26.52916610057537,0.5002367640982598,15.191955807014148
Agra,2026-09-26 15:00:00,3,24.9363357,0.1103557896442103,16.932359632359635,26.592921369330533,0.23308445174872822,14.01186351526172
Agra,2026-09-26 16:00:00,3,24.6465288,0.0495572504427495,15.30888480888481,26.223020584422258,0.190213090504162,13.121357188686542
Agra,2026-09-26 17:00:00,3,24.3984358,0.0,13.694738294738295,25.973853366242196,0.11816896596983745,11.47000597104582
Agra,2026-09-26 18:00:00,3,23.9713006,0.0,12.93841763841764,25.060783235053265,0.12049630578329149,11.34105947736775
Agra,2026-09-26 19:00:00,3,23.3626274,0.0,11.688299388299388,24.302770176487403,0.11722449092993939,10.839615869353711
Agra,2026-09-26 20:00:00,3,22.9618365,0.0,11.106059206059207,23.86436480639836,0.09969561157840247,9.015991009752316
Agra,2026-09-26 21:00:00,3,22.5601932,0.0,9.426673226673229,23.256636674322753,0.11754089435128874,9.435171309378521
Agra,2026-09-26 22:00:00,3,22.1274076,0.0,8.604823804823805,22.64905399904943,0.11725102443841466,6.87823280917642
Agra,2026-09-26 23:00:00,3,21.8023726,0.0,6.965889465889466,22.332055198963896,0.1354421461725558,6.964930435414689
Ahmedabad,2026-09-24 00:00:00,1,28.540255440255443,0.0,7.0002882,29.082659080706172,0.04939414524010411,7.112909696298607
Ahmedabad,2026-09-24 01:00:00,1,27.87111827111827,0.0,8.2114082,28.340106702879353,0.0500235881866602,6.465152071807541
Ahmedabad,2026-09-24 02:00:00,1,27.314948214948217,0.0,9.4959622,27.59479577321123,0.04969468924814406,7.407282137614656
Ahmedabad,2026-09-24 03:00:00,1,27.13942803942804,0.0,10.07704,27.406088666204173,0.055077898021693626,7.659877595766985
Ahmedabad,2026-09-24 04:00:00,1,27.045085145085142,0.0,10.5766494,27.300437093814065,0.057872210869914946,7.852024867145916
Ahmedabad,2026-09-24 05:00:00,1,27.458582258582258,0.0,10.7228859,27.743155343565146,0.05591862206923124,8.032284318645443
Ahmedabad,2026-09-24 06:00:00,1,27.32904152904153,0.0,10.8109851,27.621387302962017,0.058289717240509624,7.939140407232278
Ahmedabad,2026-09-24 07:00:00,1,27.923025423025425,0.0,10.2169819,28.27495272071694,0.05557668662372529,7.481600837383552
Ahmedabad,2026-09-24 08:00:00,1,29.39547889547889,0.0,11.9995925,29.66821545555862,0.04745448311652939,8.71480402508476
Ahmedabad,2026-09-24 09:00:00,1,30.577789577789577,0.0,12.705601,30.718223407287297,0.04677366620769309,9.25981369253373
Ahmedabad,2026-09-24 10:00:00,1,31.694139194139197,0.0,13.2124572,31.580333822384652,0.04754211643562474,9.3583619318335
Ahmedabad,2026-09-24 11:00:00,1,33.51966061966062,0.0,13.5901977,33.221660590233704,0.047403834147805794,10.15927978355187
Ahmedabad,2026-09-24 12:00:00,1,34.6990853990854,0.0,13.807677,34.113540844789675,0.0477298914364243,10.647807750522443
Ahmedabad,2026-09-24 13:00:00,1,35.60900610900611,0.0,13.9959017,35.01404006800164,0.05008480340070911,11.065054428402993
Ahmedabad,2026-09-24 14:00:00,1,36.166859866859866,0.0,14.122756,35.482566943873486,0.08478804014446734,10.920851843118342
Ahmedabad,2026-09-24 15:00:00,1,36.2983515983516,0.0,14.0129826,35.557410782155486,0.09991221015685474,10.570020671416422
Ahmedabad,2026-09-24 16:00:00,1,36.02398772398773,0.0,13.7101214,35.229525708188895,0.09098648803280715,9.212034197793988
Ahmedabad,2026-09-24 17:00:00,1,35.290774290774294,0.0,12.8252235,34.49331244315579,0.05228803662998994,8.227332004144928
Ahmedabad,2026-09-24 18:00:00,1,33.7960317960318,0.0,9.6611224,33.43334171522854,0.04667613001765676,6.835710959618025
Ahmedabad,2026-09-24 19:00:00,1,32.19434549434549,0.0,7.5610947,32.32712226605212,0.04753026510407947,5.236645433045118
Ahmedabad,2026-09-24 20:00:00,1,31.05028365028365,0.0,6.623746,31.21456167183521,0.046614960131352336,4.55718540611546
Ahmedabad,2026-09-24 21:00:00,1,30.124777224777223,0.0,6.6953858,30.231391999337973,0.04341255268158921,6.217938097678716
Ahmedabad,2026-09-24 22:00:00,1,29.33989383989384,0.0,9.8754857,29.476928287588255,0.043758158306050114,7.26863893494956
Ahmedabad,2026-09-24 23:00:00,1,28.83361043361043,0.0,13.4499312,28.982483304795256,0.0431539387961758,8.659666300812425
Ahmedabad,2026-09-25 00:00:00,2,28.5071712,0.0,15.554566400000002,28.8073724460675,0.057768349613538834,9.579267054539706
Ahmedabad,2026-09-25 01:00:00,2,28.2335964,0.0,15.2189641,28.390053839525283,0.06254196547313894,9.230556853543344
Ahmedabad,2026-09-25 02:00:00,2,27.9199347,0.0,14.0393959,28.077846657712538,0.06211710720748572,8.441346247876648
Ahmedabad,2026-09-25 03:00:00,2,27.3350904,0.0,13.0094723,27.49036066324218,0.05728291460142087,8.269244642143763
Ahmedabad,2026-09-25 04:00:00,2,26.8128902,0.0,11.1239307,26.990446689749888,0.05697001896612675,7.975844520966123
Ahmedabad,2026-09-25 05:00:00,2,26.4187395,0.0,9.2600546,26.70889744486606,0.06414850920171009,7.120986870278964
Ahmedabad,2026-09-25 06:00:00,2,26.2604507,0.0,9.1436422,26.614299672091157,0.06457954417952833,7.282254969917756
Ahmedabad,2026-09-25 07:00:00,2,26.619338899999995,0.0,10.0466087,26.946137162039946,0.058247262539214056,8.16443450911077
Ahmedabad,2026-09-25 08:00:00,2,27.7082767,0.0,12.8099048,28.1081492844146,0.05651274987560534,9.741337608427054
Ahmedabad,2026-09-25 09:00:00,2,29.2377481,0.0,15.069517,29.49515951695594,0.04649550398643729,10.511504141965947
Ahmedabad,2026-09-25 10:00:00,2,30.7531517,0.0,15.7362547,30.89615122568322,0.054492648061844534,10.600023342352324
Ahmedabad,2026-09-25 11:00:00,2,32.1227506,0.0,16.0983932,31.934588630387278,0.05499474596270235,10.713163037896294
Ahmedabad,2026-09-25 12:00:00,2,33.378439900000004,0.0,16.538748899999998,32.78208861653386,0.05571097889108967,11.069247039064368
Ahmedabad,2026-09-25 13:00:00,2,34.3798757,0.0,17.2560699,33.90389285492055,0.05862531701867818,11.625579267247723
Ahmedabad,2026-09-25 14:00:00,2,34.857707,0.0,17.5162232,34.307399853254424,0.06204700693802335,11.89692236325349
Ahmedabad,2026-09-25 15:00:00,2,34.9830267,0.0,17.0591552,34.403459011725246,0.059918108107858636,11.33075780871329
Ahmedabad,2026-09-25 16:00:00,2,34.7725742,0.0,15.909679099999998,34.05981848305226,0.05669231748674629,10.24935902791172
Ahmedabad,2026-09-25 17:00:00,2,34.1071003,0.0,14.2302507,33.55367739107262,0.047147957738720346,9.965197673554147
Ahmedabad,2026-09-25 18:00:00,2,32.8276168,0.0,10.7191255,32.56223123447312,0.04628917119276406,8.52518254585404
Ahmedabad,2026-09-25 19:00:00,2,31.4333346,0.0,8.4509229,31.68762457302723,0.04474931718247956,6.901006598449872
Ahmedabad,2026-09-25 20:00:00,2,30.2580852,0.0,8.0411318,30.390911150898862,0.0448433027730567,6.901661861619591
Ahmedabad,2026-09-25 21:00:00,2,29.4526559,0.0,11.814457699999998,29.6058468925593,0.046420508374433546,9.02933211115296
Ahmedabad,2026-09-25 22:00:00,2,28.8888657,0.0,14.447900400000002,29.067528336404667,0.044420772705858556,10.438878562595
Ahmedabad,2026-09-25 23:00:00,2,28.2500158,0.0,15.4196818,28.382647517211883,0.05048417052452268,10.55146034296152
Ahmedabad,2026-09-26 00:00:00,3,27.601962800000003,0.0,16.422071499999998,27.740832014051207,0.06716110662286912,10.720078861190276
Ahmedabad,2026-09-26 01:00:00,3,26.9464302,0.0,16.644509,27.10379909512347,0.06767227110644197,10.64929558902423
Ahmedabad,2026-09-26 02:00:00,3,26.3952854,0.0,16.4770759,26.597771603722855,0.06985712513749313,10.33867353313903
Ahmedabad,2026-09-26 03:00:00,3,25.7963345,0.0,15.644406099999998,26.026513363553942,0.0757665880529703,9.82267533815842
Ahmedabad,2026-09-26 04:00:00,3,25.2849759,0.0,14.149000999999998,25.642345448446033,0.06760072878528309,10.639490581004543
Ahmedabad,2026-09-26 05:00:00,3,24.9640661,0.0,12.3498554,25.426120362491748,0.06764194015022458,10.17516268968378
Ahmedabad,2026-09-26 06:00:00,3,24.751026600000003,0.0,11.0626463,25.250602409008792,0.07748425158210004,9.935336041211968
Ahmedabad,2026-09-26 07:00:00,3,25.2268372,0.0,11.4435815,25.726064830352858,0.0717649359522267,10.019773957452204
Ahmedabad,2026-09-26 08:00:00,3,26.4495544,0.0,14.5317862,27.047007247486842,0.06249315635708303,10.953924067118926
Ahmedabad,2026-09-26 09:00:00,3,28.1817522,0.0,16.1014934,28.72197071552738,0.057741816555536916,11.178814497663197
Ahmedabad,2026-09-26 10:00:00,3,29.7526986,0.0,16.5647069,29.874486465216748,0.05721429152082958,10.928984504398322
Ahmedabad,2026-09-26 11:00:00,3,31.2019063,0.0,15.7792289,31.118519873084345,0.04962842877556544,11.12877749188161
Ahmedabad,2026-09-26 12:00:00,3,32.3446986,0.0,15.9854197,32.00688049107334,0.04990292932309544,11.201594946897508
Ahmedabad,2026-09-26 13:00:00,3,33.3348007,0.0,16.1559941,32.84473223332459,0.05089749630265226,11.178818138864415
Ahmedabad,2026-09-26 14:00:00,3,34.0010068,0.0,16.5009924,33.430081814683994,0.06263824665335858,11.040413195699788
Ahmedabad,2026-09-26 15:00:00,3,34.350840500000004,0.0,16.8265139,33.75067556529911,0.0634761939536237,11.114660973366888
Ahmedabad,2026-09-26 16:00:00,3,34.2800437,0.0,16.2005222,33.542603074062974,0.06380178730506389,10.189118873976055
Ahmedabad,2026-09-26 17:00:00,3,33.763175000000004,0.0,14.1422001,33.07191965887796,0.05882995152492401,10.387499933623204
Ahmedabad,2026-09-26 18:00:00,3,32.344408400000006,0.0,11.7620286,32.16118912098307,0.05004045269722091,9.009383096633277
Ahmedabad,2026-09-26 19:00:00,3,30.8887262,0.0,9.4784212,31.01164704886013,0.05163392844720988,7.831516416693201
Ahmedabad,2026-09-26 20:00:00,3,29.7184199,0.0,8.011232999999999,29.91111983347032,0.0522403990965699,6.977711189050631
Ahmedabad,2026-09-26 21:00:00,3,28.6780019,0.0,8.013423999999999,28.855671281927208,0.05305476984453834,6.653456973066693
Ahmedabad,2026-09-26 22:00:00,3,27.8216937,0.0,9.0285405,28.036496668704554,0.06438678546507702,7.705112308220028
Ahmedabad,2026-09-26 23:00:00,3,26.9977836,0.0,11.0162509,27.247606723550007,0.07314351762306624,8.779214154438973
