city,variable,model,mae,rmse,bias,n
Amritsar,temperature,gem,1.3713,1.736,0.5626,1008
Amritsar,temperature,gfs,2.1425,2.7557,-1.5415,1008
Amritsar,temperature,icon,1.0002,1.2798,-0.6669,1008
Amritsar,wind_speed,ecmwf,1.4739,2.0226,-0.0834,1008
Amritsar,wind_speed,gem,3.9236,5.0588,-2.4264,1008
Amritsar,wind_speed,gfs,4.1521,5.2315,-3.3188,1008
Amritsar,wind_speed,icon,2.4228,3.0908,0.9254,1008
Bengaluru,rainfall,ecmwf,0.1462,0.4469,0.0036,1008
Bengaluru,rainfall,gem,0.2536,0.7397,0.1379,1008
Bengaluru,rainfall,gfs,0.2402,0.6759,0.1576,1008
Bengaluru,rainfall,icon,0.2492,0.6993,0.0556,1008
Bengaluru,temperature,ecmwf,0.4516,0.696,-0.2734,1008
Bengaluru,temperature,gem,1.0629,1.4057,0.2895,1008
Bengaluru,temperature,gfs,1.1754,1.5898,-0.9262,1008
Bengaluru,temperature,icon,0.8064,1.0835,-0.4309,1008
Bengaluru,wind_speed,ecmwf,1.4904,1.9668,-0.612,1008
Bengaluru,wind_speed,gem,4.4228,5.5253,-3.9022,1008
Bengaluru,wind_speed,gfs,6.777,7.2934,-6.7427,1008
Bengaluru,wind_speed,icon,2.4709,2.9447,2.1396,1008
Bhopal,rainfall,ecmwf,0.2329,0.5951,-0.0113,1008
Bhopal,rainfall,gem,0.5979,1.5783,0.1088,1008
Bhopal,rainfall,gfs,0.6176,1.8742,-0.116,1008
Bhopal,rainfall,icon,0.5399,1.3301,-0.0183,1008
Bhopal,temperature,ecmwf,0.3133,0.4985,0.1242,1008
Bhopal,temperature,gem,0.9034,1.2065,0.4829,1008
Bhopal,temperature,gfs,0.9515,1.339,0.3043,1008
Bhopal,temperature,icon,0.7735,1.0295,0.0207,1008
Bhopal,wind_speed,ecmwf,1.0766,1.5868,0.0343,1008
Bhopal,wind_speed,gem,4.1044,4.9358,-3.4492,1008
Bhopal,wind_speed,gfs,4.3363,5.2458,-3.8758,1008
Bhopal,wind_speed,icon,2.4739,3.013,1.9535,1008
Bhubaneswar,rainfall,ecmwf,0.6531,1.4299,0.0394,1008
Bhubaneswar,rainfall,gem,1.3652,2.9516,0.5392,1008
Bhubaneswar,rainfall,gfs,1.1019,2.309,0.5878,1008
Bhubaneswar,rainfall,icon,1.1403,2.2849,0.2956,1008
Bhubaneswar,temperature,ecmwf,0.3457,0.5444,0.0203,1008
Bhubaneswar,temperature,gem,1.2628,1.5859,0.6553,1008
Bhubaneswar,temperature,gfs,1.1747,1.6545,-0.8301,1008
Bhubaneswar,temperature,icon,0.8432,1.1112,-0.5057,1008
Bhubaneswar,wind_speed,ecmwf,1.5191,2.0238,0.2114,1008
Bhubaneswar,wind_speed,gem,4.2208,5.3527,-1.4319,1008
Bhubaneswar,wind_speed,gfs,3.3251,4.203,-1.1922,1008
Bhubaneswar,wind_speed,icon,4.4986,5.3938,4.071,1008
Chandigarh,rainfall,ecmwf,0.1509,0.4587,-0.0029,1008
Chandigarh,rainfall,gem,0.35,1.4498,-0.0407,1008
Chandigarh,rainfall,gfs,0.2822,0.7812,0.0386,1008
Chandigarh,rainfall,icon,0.3038,0.7802,-0.0391,1008
Chandigarh,temperature,ecmwf,0.3733,0.5491,-0.1463,1008
Chandigarh,temperature,gem,1.2233,1.5669,0.4376,1008
Chandigarh,temperature,gfs,1.5358,2.051,-1.0991,1008
Chandigarh,temperature,icon,1.5034,1.7603,-1.2798,1008
Chandigarh,wind_speed,ecmwf,1.5695,2.1304,-0.4991,1008
Chandigarh,wind_speed,gem,3.3518,4.2603,-1.2256,1008
Chandigarh,wind_speed,gfs,4.3604,5.4418,-3.267,1008
Chandigarh,wind_speed,icon,2.9675,3.8545,1.7724,1008
Chennai,rainfall,ecmwf,0.1677,0.5119,-0.0105,1008
Chennai,rainfall,gem,0.224,0.6288,0.0308,1008
Chennai,rainfall,gfs,0.1852,0.6409,0.1237,1008
Chennai,rainfall,icon,0.2766,0.8599,-0.0163,1008
Chennai,temperature,ecmwf,0.5523,0.7834,-0.1366,1008
Chennai,temperature,gem,1.4865,1.9062,1.1262,1008
Chennai,temperature,gfs,1.9486,2.3286,-1.8627,1008
Chennai,temperature,icon,1.097,1.5448,-0.4403,1008
Chennai,wind_speed,ecmwf,2.165,2.9154,-0.8646,1008
Chennai,wind_speed,gem,4.7533,6.0871,-3.4047,1008
Chennai,wind_speed,gfs,7.1164,8.1743,-6.8166,1008
Chennai,wind_speed,icon,4.054,4.9048,3.4873,1008
Coimbatore,rainfall,ecmwf,0.1071,0.3403,0.0065,1008
Coimbatore,rainfall,gem,0.1972,0.6394,0.1482,1008
Coimbatore,rainfall,gfs,0.2085,0.6611,0.1387,1008
Coimbatore,rainfall,icon,0.1863,0.6361,0.1526,1008
Coimbatore,temperature,ecmwf,0.3292,0.4453,0.1333,1008
Coimbatore,temperature,gem,0.8044,1.0667,-0.3853,1008
Coimbatore,temperature,gfs,0.8298,1.1862,-0.5603,1008
Coimbatore,temperature,icon,1.1033,1.2718,-1.0112,1008
Coimbatore,wind_speed,ecmwf,0.9997,1.3092,-0.7588,1008
Coimbatore,wind_speed,gem,7.0931,7.6083,-7.0288,1008
Coimbatore,wind_speed,gfs,3.5185,4.1205,-3.1746,1008
Coimbatore,wind_speed,icon,2.5973,3.1577,0.5261,1008
Dehradun,rainfall,ecmwf,0.3538,0.8084,-0.0351,1008
Dehradun,rainfall,gem,0.8488,1.7239,-0.2792,1008
Dehradun,rainfall,gfs,0.7334,1.3491,-0.0773,1008
Dehradun,rainfall,icon,0.73,1.5298,-0.0927,1008
Dehradun,temperature,ecmwf,0.4435,0.6164,0.1159,1008
Dehradun,temperature,gem,0.9837,1.2716,-0.3708,1008
Dehradun,temperature,gfs,1.0482,1.3811,-0.2365,1008
Dehradun,temperature,icon,0.9942,1.2571,-0.6526,1008
Dehradun,wind_speed,ecmwf,1.3377,1.7913,0.3196,1008
Dehradun,wind_speed,gem,2.2653,2.8254,-0.4595,1008
Dehradun,wind_speed,gfs,2.4247,2.9413,-1.2263,1008
Dehradun,wind_speed,icon,1.8542,2.4007,0.0571,1008
Delhi,rainfall,ecmwf,0.2918,0.789,0.0225,1008
Delhi,rainfall,gem,0.567,1.5507,0.0632,1008
Delhi,rainfall,gfs,0.4457,1.2945,0.1636,1008
Delhi,rainfall,icon,0.6031,1.3117,-0.1285,1008
Delhi,temperature,ecmwf,0.3962,0.6234,0.0117,1008
Delhi,temperature,gem,1.2317,1.6635,0.373,1008
Delhi,temperature,gfs,3.6629,3.9637,-3.63,1008
Delhi,temperature,icon,1.2029,1.5549,-0.9535,1008
Delhi,wind_speed,ecmwf,1.4469,1.9713,-0.3438,1008
Delhi,wind_speed,gem,3.2882,4.2279,-1.8809,1008
Delhi,wind_speed,gfs,4.7088,5.6514,-4.1509,1008
Delhi,wind_speed,icon,2.1897,2.7974,0.7917,1008
Ghaziabad,rainfall,ecmwf,0.2517,0.6094,-0.0142,1008
Ghaziabad,rainfall,gem,0.5606,1.8796,-0.0297,1008
Ghaziabad,rainfall,gfs,0.3828,0.943,0.1148,1008
Ghaziabad,rainfall,icon,0.5503,1.1361,-0.2108,1008
Ghaziabad,temperature,ecmwf,0.4271,0.6207,0.0928,1008
Ghaziabad,temperature,gem,1.3094,1.7134,0.5352,1008
Ghaziabad,temperature,gfs,2.7186,3.1345,-2.618,1008
Ghaziabad,temperature,icon,0.9489,1.2698,-0.5898,1008
Ghaziabad,wind_speed,ecmwf,1.5278,2.0976,-0.0442,1008
Ghaziabad,wind_speed,gem,3.915,5.0453,-2.2265,1008
Ghaziabad,wind_speed,gfs,3.4406,4.3673,-2.2193,1008
Ghaziabad,wind_speed,icon,2.6762,3.3924,1.1349,1008
Goa,rainfall,ecmwf,0.661,1.0962,0.0354,1008
Goa,rainfall,gem,0.9643,1.4836,0.1552,1008
Goa,rainfall,gfs,0.7104,1.1585,0.1326,1008
Goa,rainfall,icon,0.7215,1.2297,0.3572,1008
Goa,temperature,ecmwf,0.686,0.8937,-0.1344,1008
Goa,temperature,gem,0.909,1.3,0.6108,1008
Goa,temperature,gfs,0.6899,0.9009,-0.1097,1008
Goa,temperature,icon,1.0843,1.3345,-0.7683,1008
Goa,wind_speed,ecmwf,4.5287,5.8227,-2.9342,1008
Goa,wind_speed,gem,3.8654,4.8764,-2.4098,1008
Goa,wind_speed,gfs,4.1887,5.3964,-3.55,1008
Goa,wind_speed,icon,3.9756,5.0593,-2.101,1008
Guwahati,rainfall,ecmwf,0.5476,1.1251,0.0563,1008
Guwahati,rainfall,gem,0.8565,1.6729,0.3155,1008
Guwahati,rainfall,gfs,1.0341,2.1243,-0.1083,1008
Guwahati,rainfall,icon,0.8705,1.5372,0.0598,1008
Guwahati,temperature,ecmwf,0.815,0.9899,-0.7013,1008
Guwahati,temperature,gem,0.9804,1.3483,-0.1893,1008
Guwahati,temperature,gfs,0.8967,1.2093,-0.0199,1008
Guwahati,temperature,icon,1.2605,1.5022,-1.0597,1008
Guwahati,wind_speed,ecmwf,2.1346,2.8419,-0.7751,1008
Guwahati,wind_speed,gem,2.2686,2.908,-0.0271,1008
Guwahati,wind_speed,gfs,2.3582,2.9844,-0.3247,1008
Guwahati,wind_speed,icon,2.0327,2.6536,0.5141,1008
Hyderabad,rainfall,ecmwf,0.1066,0.2805,0.0086,1008
Hyderabad,rainfall,gem,0.3003,0.9016,-0.0362,1008
Hyderabad,rainfall,gfs,0.2289,0.5573,0.0441,1008
Hyderabad,rainfall,icon,0.2304,0.5542,0.0528,1008
Hyderabad,temperature,ecmwf,0.3228,0.4385,-0.074,1008
Hyderabad,temperature,gem,1.1935,1.524,-0.181,1008
Hyderabad,temperature,gfs,1.1242,1.4189,-0.7371,1008
Hyderabad,temperature,icon,0.8964,1.1474,-0.7593,1008
Hyderabad,wind_speed,ecmwf,1.8836,2.2757,-1.5731,1008
Hyderabad,wind_speed,gem,6.263,7.2372,-5.7864,1008
Hyderabad,wind_speed,gfs,7.3828,8.201,-7.2487,1008
Hyderabad,wind_speed,icon,2.8776,3.4536,2.6452,1008
Imphal,rainfall,ecmwf,0.2111,0.4847,0.006,1008
Imphal,rainfall,gem,0.4375,1.102,-0.0048,1008
Imphal,rainfall,gfs,0.4939,1.0108,-0.16,1008
Imphal,rainfall,icon,0.3798,0.9432,0.0647,1008
Imphal,temperature,ecmwf,0.2789,0.3887,0.0009,1008
Imphal,temperature,gem,0.9857,1.2931,0.2262,1008
Imphal,temperature,gfs,1.6868,1.9127,1.5275,1008
Imphal,temperature,icon,0.7661,1.0112,-0.3605,1008
Imphal,wind_speed,ecmwf,1.421,1.8568,-0.1024,1008
Imphal,wind_speed,gem,1.9762,2.621,-0.5313,1008
Imphal,wind_speed,gfs,1.9325,2.4608,0.7331,1008
Imphal,wind_speed,icon,1.9851,2.5801,-0.6796,1008
Indore,rainfall,ecmwf,0.2631,0.6856,-0.0105,1008
Indore,rainfall,gem,0.5372,1.3371,0.0108,1008
Indore,rainfall,gfs,0.403,0.9721,0.1552,1008
Indore,rainfall,icon,0.4503,1.1698,0.0793,1008
Indore,temperature,ecmwf,0.3209,0.5278,0.1108,1008
Indore,temperature,gem,0.9696,1.2858,0.7964,1008
Indore,temperature,gfs,0.9724,1.2894,0.5266,1008
Indore,temperature,icon,0.7386,0.9855,-0.1765,1008
Indore,wind_speed,ecmwf,1.3258,1.8184,-0.8554,1008
Indore,wind_speed,gem,4.12,4.8925,-3.4248,1008
Indore,wind_speed,gfs,6.2155,7.1651,-6.0192,1008
Indore,wind_speed,icon,2.8728,3.4899,2.5609,1008
Jabalpur,rainfall,ecmwf,0.3934,0.8792,0.0021,1008
Jabalpur,rainfall,gem,0.9736,2.2014,-0.1,1008
Jabalpur,rainfall,gfs,0.6526,1.2391,0.1706,1008
Jabalpur,rainfall,icon,0.8341,1.8305,-0.0976,1008
Jabalpur,temperature,ecmwf,0.3177,0.5152,-0.0968,1008
Jabalpur,temperature,gem,1.0801,1.4137,0.6707,1008
Jabalpur,temperature,gfs,0.9727,1.2803,0.538,1008
Jabalpur,temperature,icon,0.7781,1.0389,0.0489,1008
Jabalpur,wind_speed,ecmwf,1.3732,1.8771,0.1022,1008
Jabalpur,wind_speed,gem,3.582,4.488,-2.3269,1008
Jabalpur,wind_speed,gfs,3.8063,4.7848,-2.9688,1008
Jabalpur,wind_speed,icon,3.3679,4.033,2.9762,1008
Jaipur,rainfall,ecmwf,0.1687,0.5136,-0.0026,1008
Jaipur,rainfall,gem,0.3864,1.268,-0.0255,1008
Jaipur,rainfall,gfs,0.349,1.0989,0.0026,1008
Jaipur,rainfall,icon,0.4346,1.0414,-0.1812,1008
Jaipur,temperature,ecmwf,0.5339,0.7645,0.3365,1008
Jaipur,temperature,gem,1.4027,1.741,0.686,1008
Jaipur,temperature,gfs,2.2118,2.6287,-2.0608,1008
Jaipur,temperature,icon,0.7793,1.0729,0.1124,1008
Jaipur,wind_speed,ecmwf,1.5354,2.0295,-0.7763,1008
Jaipur,wind_speed,gem,3.2909,4.3465,-2.0685,1008
Jaipur,wind_speed,gfs,5.872,6.9391,-5.3129,1008
Jaipur,wind_speed,icon,2.3443,2.9879,1.413,1008
Jodhpur,rainfall,ecmwf,0.1048,0.3896,0.0016,1008
Jodhpur,rainfall,gem,0.2943,1.2224,-0.0146,1008
Jodhpur,rainfall,gfs,0.1951,0.6862,0.1128,1008
Jodhpur,rainfall,icon,0.3101,0.8834,-0.1026,1008
Jodhpur,temperature,ecmwf,0.2961,0.501,-0.161,1008
Jodhpur,temperature,gem,1.2562,1.6143,-0.4873,1008
Jodhpur,temperature,gfs,2.3472,2.7373,-2.2901,1008
Jodhpur,temperature,icon,0.7243,0.9953,-0.0342,1008
Jodhpur,wind_speed,ecmwf,0.8965,1.428,-0.2078,1008
Jodhpur,wind_speed,gem,3.7416,4.5673,-2.793,1008
Jodhpur,wind_speed,gfs,8.0751,9.1828,-7.8773,1008
Jodhpur,wind_speed,icon,2.3469,2.9983,1.4316,1008
Kanpur,rainfall,ecmwf,0.3219,0.7419,-0.0047,1008
Kanpur,rainfall,gem,0.8226,1.8028,-0.0198,1008
Kanpur,rainfall,gfs,0.68,1.7285,0.0347,1008
Kanpur,rainfall,icon,0.8365,1.7404,-0.3032,1008
Kanpur,temperature,ecmwf,0.3006,0.5042,0.0431,1008
Kanpur,temperature,gem,1.5736,1.9595,1.1685,1008
Kanpur,temperature,gfs,1.4545,1.8558,-1.0783,1008
Kanpur,temperature,icon,0.8039,1.0944,-0.0541,1008
Kanpur,wind_speed,ecmwf,1.2438,1.7727,-0.135,1008
Kanpur,wind_speed,gem,4.28,5.4147,-3.1232,1008
Kanpur,wind_speed,gfs,4.5758,5.5635,-3.8417,1008
Kanpur,wind_speed,icon,2.3738,3.013,1.1639,1008
Kochi,rainfall,ecmwf,0.3366,0.7241,0.0249,1008
Kochi,rainfall,gem,0.6232,1.3494,0.2516,1008
Kochi,rainfall,gfs,0.5688,1.1933,0.1796,1008
Kochi,rainfall,icon,0.5449,1.1023,0.0678,1008
Kochi,temperature,ecmwf,0.5457,0.715,0.192,1008
Kochi,temperature,gem,0.7717,1.0033,0.4035,1008
Kochi,temperature,gfs,1.2254,1.4146,0.6075,1008
Kochi,temperature,icon,0.5334,0.6832,-0.0447,1008
Kochi,wind_speed,ecmwf,2.6293,3.7133,-1.6324,1008
Kochi,wind_speed,gem,3.4004,4.4478,-0.9389,1008
Kochi,wind_speed,gfs,2.9597,3.9482,-1.0556,1008
Kochi,wind_speed,icon,2.8918,3.8142,0.4301,1008
Kolkata,rainfall,ecmwf,0.5311,1.1165,-0.1241,1008
Kolkata,rainfall,gem,0.8267,1.9905,0.0965,1008
Kolkata,rainfall,gfs,0.6692,1.3934,0.2788,1008
Kolkata,rainfall,icon,0.8938,2.4054,-0.1447,1008
Kolkata,temperature,ecmwf,0.4316,0.6376,0.1697,1008
Kolkata,temperature,gem,1.1343,1.4721,0.548,1008
Kolkata,temperature,gfs,1.1017,1.5551,-0.8854,1008
Kolkata,temperature,icon,0.7176,1.0349,-0.3271,1008
Kolkata,wind_speed,ecmwf,1.4023,1.9122,-0.5219,1008
Kolkata,wind_speed,gem,3.1276,3.9794,-1.7125,1008
Kolkata,wind_speed,gfs,6.0501,6.9266,-5.7015,1008
Kolkata,wind_speed,icon,2.4623,2.9922,1.904,1008
Kota,rainfall,ecmwf,0.2253,0.6243,-0.0176,1008
Kota,rainfall,gem,0.5302,1.557,-0.1208,1008
Kota,rainfall,gfs,0.4398,1.0298,-0.0447,1008
Kota,rainfall,icon,0.5164,1.045,-0.2092,1008
Kota,temperature,ecmwf,0.4416,0.6696,-0.1854,1008
Kota,temperature,gem,1.2622,1.6181,0.5188,1008
Kota,temperature,gfs,1.5943,2.1034,-1.0277,1008
Kota,temperature,icon,0.8778,1.1991,-0.228,1008
Kota,wind_speed,ecmwf,1.7416,2.2913,-0.7687,1008
Kota,wind_speed,gem,3.7323,4.6621,-2.3129,1008
Kota,wind_speed,gfs,5.4155,6.5378,-4.9002,1008
Kota,wind_speed,icon,3.0077,3.7079,2.4508,1008
Lucknow,rainfall,ecmwf,0.3343,0.813,-0.025,1008
Lucknow,rainfall,gem,0.6925,1.653,-0.0274,1008
Lucknow,rainfall,gfs,0.5181,1.1111,0.1575,1008
Lucknow,rainfall,icon,0.7555,2.4192,-0.2606,1008
Lucknow,temperature,ecmwf,0.3429,0.5416,-0.0208,1008
Lucknow,temperature,gem,1.2545,1.6036,0.6432,1008
Lucknow,temperature,gfs,2.2699,2.7435,-2.1064,1008
Lucknow,temperature,icon,0.8438,1.1372,-0.3138,1008
Lucknow,wind_speed,ecmwf,1.3975,1.8771,-0.3561,1008
Lucknow,wind_speed,gem,4.5356,5.6435,-3.6751,1008
Lucknow,wind_speed,gfs,4.6433,5.5805,-4.1101,1008
Lucknow,wind_speed,icon,2.3603,2.9114,1.1841,1008
Ludhiana,rainfall,ecmwf,0.1602,0.4989,0.0126,1008
Ludhiana,rainfall,gem,0.3337,0.9711,-0.0325,1008
Ludhiana,rainfall,gfs,0.256,0.7437,0.0946,1008
Ludhiana,rainfall,icon,0.317,0.8448,-0.0303,1008
Ludhiana,temperature,ecmwf,0.7076,0.9204,0.4785,1008
Ludhiana,temperature,gem,1.4226,1.7828,0.5474,1008
Ludhiana,temperature,gfs,2.0188,2.5715,-1.0563,1008
Ludhiana,temperature,icon,0.8955,1.2004,-0.1731,1008
Ludhiana,wind_speed,ecmwf,1.5212,2.1402,0.2351,1008
Ludhiana,wind_speed,gem,3.8259,5.0221,-2.2457,1008
Ludhiana,wind_speed,gfs,4.8735,5.9678,-4.2374,1008
Ludhiana,wind_speed,icon,2.2469,2.9194,0.9112,1008
Madurai,rainfall,ecmwf,0.1221,0.5588,-0.0172,1008
Madurai,rainfall,gem,0.1231,0.5985,0.0487,1008
Madurai,rainfall,gfs,0.1713,0.6521,0.0027,1008
Madurai,rainfall,icon,0.1468,0.6886,0.0183,1008
Madurai,temperature,ecmwf,0.8538,1.1231,0.6526,1008
Madurai,temperature,gem,2.321,2.8207,1.9482,1008
Madurai,temperature,gfs,1.3786,1.822,0.9306,1008
Madurai,temperature,icon,1.2057,1.5271,0.7368,1008
Madurai,wind_speed,ecmwf,2.8803,3.7202,1.46,1008
Madurai,wind_speed,gem,4.4924,5.7515,0.5787,1008
Madurai,wind_speed,gfs,6.0627,7.5056,-4.9976,1008
Madurai,wind_speed,icon,4.5058,5.4452,1.8333,1008
Mumbai,rainfall,ecmwf,0.4344,0.8109,-0.0513,1008
Mumbai,rainfall,gem,0.7102,1.3332,0.2162,1008
Mumbai,rainfall,gfs,0.6327,1.2886,0.2181,1008
Mumbai,rainfall,icon,0.5948,1.1961,0.1567,1008
Mumbai,temperature,ecmwf,0.5072,0.6556,0.2416,1008
Mumbai,temperature,gem,0.7029,0.9012,0.2259,1008
Mumbai,temperature,gfs,1.736,1.923,-1.6999,1008
Mumbai,temperature,icon,0.6813,0.8506,-0.5694,1008
Mumbai,wind_speed,ecmwf,3.3965,3.9822,3.1084,1008
Mumbai,wind_speed,gem,3.6818,4.6794,-2.8098,1008
Mumbai,wind_speed,gfs,8.3539,8.8703,-8.3398,1008
Mumbai,wind_speed,icon,3.6944,4.3782,3.2238,1008
Nagpur,rainfall,ecmwf,0.2432,0.5895,0.0023,1008
Nagpur,rainfall,gem,0.6806,2.3885,-0.1784,1008
Nagpur,rainfall,gfs,0.636,1.2334,-0.2735,1008
Nagpur,rainfall,icon,0.558,1.1011,-0.1854,1008
Nagpur,temperature,ecmwf,0.3585,0.524,-0.0034,1008
Nagpur,temperature,gem,1.1616,1.4887,0.8636,1008
Nagpur,temperature,gfs,1.0282,1.3984,0.4288,1008
Nagpur,temperature,icon,0.6503,0.9079,0.0396,1008
Nagpur,wind_speed,ecmwf,1.8993,2.3766,-1.2993,1008
Nagpur,wind_speed,gem,4.2031,5.2298,-2.9971,1008
Nagpur,wind_speed,gfs,3.4749,4.4321,-2.6247,1008
Nagpur,wind_speed,icon,4.44,4.9533,4.2838,1008
Nashik,rainfall,ecmwf,0.1654,0.4076,-0.0513,1008
Nashik,rainfall,gem,0.4122,1.0239,-0.0443,1008
Nashik,rainfall,gfs,0.377,1.2264,0.1002,1008
Nashik,rainfall,icon,0.3571,1.113,0.1262,1008
Nashik,temperature,ecmwf,0.247,0.3593,0.022,1008
Nashik,temperature,gem,0.6319,0.9291,0.3923,1008
Nashik,temperature,gfs,0.5048,0.7209,0.0516,1008
Nashik,temperature,icon,0.5924,0.7555,-0.0973,1008
Nashik,wind_speed,ecmwf,1.3854,1.8204,-0.9737,1008
Nashik,wind_speed,gem,4.3123,5.1491,-3.5603,1008
Nashik,wind_speed,gfs,8.1637,8.8843,-8.0571,1008
Nashik,wind_speed,icon,2.4329,3.137,1.8504,1008
Patna,rainfall,ecmwf,0.3096,0.798,-0.0307,1008
Patna,rainfall,gem,0.5529,1.4347,0.0402,1008
Patna,rainfall,gfs,0.3799,1.0038,0.2249,1008
Patna,rainfall,icon,0.6031,1.2337,-0.2043,1008
Patna,temperature,ecmwf,0.4279,0.64,-0.259,1008
Patna,temperature,gem,1.5041,1.8603,1.0041,1008
Patna,temperature,gfs,3.0908,3.4153,-3.0743,1008
Patna,temperature,icon,0.7935,1.0739,-0.3113,1008
Patna,wind_speed,ecmwf,1.5702,2.1069,-0.6071,1008
Patna,wind_speed,gem,4.3259,5.4321,-3.1636,1008
Patna,wind_speed,gfs,5.303,6.1147,-5.0401,1008
Patna,wind_speed,icon,2.5913,3.2027,1.9899,1008
Pune,rainfall,ecmwf,0.1315,0.3229,-0.0335,1008
Pune,rainfall,gem,0.3034,0.5494,-0.0542,1008
Pune,rainfall,gfs,0.195,0.4997,0.151,1008
Pune,rainfall,icon,0.1863,0.4462,0.1222,1008
Pune,temperature,ecmwf,0.2711,0.3754,0.0231,1008
Pune,temperature,gem,0.883,1.148,0.8291,1008
Pune,temperature,gfs,0.7103,0.8803,-0.4601,1008
Pune,temperature,icon,0.6191,0.7469,-0.3703,1008
Pune,wind_speed,ecmwf,1.2946,1.7008,-0.0264,1008
Pune,wind_speed,gem,2.7009,3.2564,2.1289,1008
Pune,wind_speed,gfs,3.3438,4.3267,-1.8461,1008
Pune,wind_speed,icon,2.4654,2.9333,1.6497,1008
Raipur,rainfall,ecmwf,0.3301,0.7902,0.0453,1008
Raipur,rainfall,gem,0.7868,2.0543,0.0735,1008
Raipur,rainfall,gfs,0.6175,1.2278,0.1837,1008
Raipur,rainfall,icon,0.7146,1.2989,-0.2134,1008
Raipur,temperature,ecmwf,0.3478,0.556,0.0339,1008
Raipur,temperature,gem,1.1634,1.4855,0.8267,1008
Raipur,temperature,gfs,1.1049,1.4928,0.2193,1008
Raipur,temperature,icon,0.7642,1.0506,0.083,1008
Raipur,wind_speed,ecmwf,1.7295,2.1867,-1.2368,1008
Raipur,wind_speed,gem,4.435,5.4735,-3.4404,1008
Raipur,wind_speed,gfs,5.0471,5.9541,-4.7745,1008
Raipur,wind_speed,icon,3.77,4.4192,3.4667,1008
Ranchi,rainfall,ecmwf,0.3351,0.7715,-0.0139,1008
Ranchi,rainfall,gem,0.8605,1.9428,-0.2421,1008
Ranchi,rainfall,gfs,0.5242,1.0559,0.0216,1008
Ranchi,rainfall,icon,0.499,1.0201,-0.0117,1008
Ranchi,temperature,ecmwf,0.4147,0.6267,-0.2355,1008
Ranchi,temperature,gem,0.9489,1.2627,0.4664,1008
Ranchi,temperature,gfs,0.8773,1.2272,-0.3775,1008
Ranchi,temperature,icon,0.7242,0.9836,-0.1899,1008
Ranchi,wind_speed,ecmwf,1.7474,2.3468,0.3252,1008
Ranchi,wind_speed,gem,3.3484,4.3763,-0.7609,1008
Ranchi,wind_speed,gfs,3.2486,4.1668,-1.5429,1008
Ranchi,wind_speed,icon,2.7226,3.4128,1.5885,1008
Shillong,rainfall,ecmwf,0.1712,0.4042,-0.0494,1008
