city,datetime,lead_days,temperature,rainfall,wind_speed
Agartala,2026-09-27 02:00:00,2,25.297035299999997,0.0,4.091441400000001
Agartala,2026-09-27 03:00:00,2,24.9873993,0.0,3.2359531
Agartala,2026-09-27 04:00:00,2,24.7811429,0.0,2.38733
Agartala,2026-09-27 05:00:00,2,24.8455333,0.0,2.2260165
Agartala,2026-09-27 06:00:00,2,26.1281534,0.0,2.0290998
Agartala,2026-09-27 07:00:00,2,27.899302999999996,0.0,2.428923
Agartala,2026-09-27 08:00:00,2,29.514845400000002,0.0,3.0349828999999997
Agartala,2026-09-27 09:00:00,2,30.771087299999998,0.0,3.1791672
Agartala,2026-09-27 10:00:00,2,31.8105507,0.0,3.2482269999999995
Agartala,2026-09-27 11:00:00,2,32.5403448,0.0,4.067958
Agartala,2026-09-27 12:00:00,2,33.0719401,0.0,4.9223328
Agartala,2026-09-27 13:00:00,2,33.3228407,0.0,5.237378399999999
Agartala,2026-09-27 14:00:00,2,33.2163329,0.0,5.3858451
Agartala,2026-09-27 15:00:00,2,32.7726081,0.0,4.8800959
Agartala,2026-09-27 16:00:00,2,31.649482300000003,0.0,3.3649152
Agartala,2026-09-27 17:00:00,2,30.0886277,0.0,3.3146044
Agartala,2026-09-27 18:00:00,2,29.1051548,0.0,3.2268
Agartala,2026-09-27 19:00:00,2,28.345660499999997,0.0,3.7061094
Agartala,2026-09-27 20:00:00,2,27.7783647,0.0,2.9199147000000005
Agartala,2026-09-27 21:00:00,2,27.3736581,0.0,2.8067619999999995
Agartala,2026-09-27 22:00:00,2,27.029488100000002,0.0,3.5180518
Agartala,2026-09-27 23:00:00,2,26.7054762,0.0,2.807023
Agartala,2026-09-28 00:00:00,3,26.451791251791253,0.0,3.1838497999999995
Agartala,2026-09-28 01:00:00,3,26.081476081476083,0.0,3.2818067999999996
Agartala,2026-09-28 02:00:00,3,25.81116091116091,0.0,3.1834109999999995
Agartala,2026-09-28 03:00:00,3,25.63709213709214,0.0,2.8288603999999995
Agartala,2026-09-28 04:00:00,3,25.544570644570644,0.0,3.1595709999999997
Agartala,2026-09-28 05:00:00,3,25.713481113481116,0.0,2.6632038
Agartala,2026-09-28 06:00:00,3,26.854389954389955,0.0,1.7432577999999999
Agartala,2026-09-28 07:00:00,3,28.553990253990253,0.0,1.8538461999999996
Agartala,2026-09-28 08:00:00,3,30.276139176139175,0.0,2.9583533999999996
Agartala,2026-09-28 09:00:00,3,31.561124761124766,0.0582256,4.727715999999999
Agartala,2026-09-28 10:00:00,3,32.41387911387912,0.0582256,5.8352737999999995
Agartala,2026-09-28 11:00:00,3,33.11012551012551,0.0582256,6.4294459999999996
Agartala,2026-09-28 12:00:00,3,33.57502447502448,0.0582256,6.525897799999999
Agartala,2026-09-28 13:00:00,3,33.75708455708455,0.0582256,6.175355
Agartala,2026-09-28 14:00:00,3,33.72198352198352,0.0582256,5.2281906
Agartala,2026-09-28 15:00:00,3,33.35937305937306,0.0,4.424432599999999
Agartala,2026-09-28 16:00:00,3,32.36608086608087,0.0,3.0291927999999997
Agartala,2026-09-28 17:00:00,3,30.844597644597645,0.0,2.8915741999999995
Agartala,2026-09-28 18:00:00,3,29.93625593625594,0.0,3.2007465999999996
Agartala,2026-09-28 19:00:00,3,29.23499303499304,0.0,3.8556049999999993
Agartala,2026-09-28 20:00:00,3,28.601070501070502,0.0,4.632166799999999
Agartala,2026-09-28 21:00:00,3,28.125339125339124,0.0,3.9994207999999998
Agartala,2026-09-28 22:00:00,3,27.727401427401425,0.0,3.537817799999999
Agartala,2026-09-28 23:00:00,3,27.38843368843369,0.0,3.798903199999999
Agra,2026-09-26 00:00:00,1,22.8512129,0.31901100000000004,13.970479799999998
Agra,2026-09-26 01:00:00,1,22.6423514,0.29237080000000004,14.5288268
Agra,2026-09-26 02:00:00,1,22.4279999,0.26573060000000004,15.497261899999998
Agra,2026-09-26 03:00:00,1,22.2534754,0.18581000000000003,15.931653899999999
Agra,2026-09-26 04:00:00,1,22.278876,0.18581000000000003,16.1209809
Agra,2026-09-26 05:00:00,1,22.3440345,0.052609,14.320914199999999
Agra,2026-09-26 06:00:00,1,22.2329796,0.0785778,14.947655999999998
Agra,2026-09-26 07:00:00,1,22.4647173,0.0785778,15.331621499999999
Agra,2026-09-26 08:00:00,1,22.5975645,0.1815698,15.3686517
Agra,2026-09-26 09:00:00,1,22.490947600000002,0.7576872,16.9563049
Agra,2026-09-26 10:00:00,1,22.392132,1.1977023999999998,17.283162499999996
Agra,2026-09-26 11:00:00,1,22.4081033,2.7255833999999997,18.772851699999997
Agra,2026-09-26 12:00:00,1,22.1904982,1.3131443999999999,19.577107399999996
Agra,2026-09-26 13:00:00,1,22.067166800000003,1.2596882000000003,20.181917999999996
Agra,2026-09-26 14:00:00,1,22.006918900000002,1.0507974,19.632919899999997
Agra,2026-09-26 15:00:00,1,22.1868092,0.3423982,17.954181799999997
Agra,2026-09-26 16:00:00,1,22.549244200000004,0.4720304,16.9402841
Agra,2026-09-26 17:00:00,1,22.748664800000004,0.5074668,16.291607
Agra,2026-09-26 18:00:00,1,22.6028868,0.11892580000000001,15.179565399999998
Agra,2026-09-26 19:00:00,1,22.400936,0.04971160000000001,14.1390587
Agra,2026-09-26 20:00:00,1,22.1503223,0.09228560000000001,13.5705254
Agra,2026-09-26 21:00:00,1,22.079143700000003,0.18457120000000002,12.472972399999998
Agra,2026-09-26 22:00:00,1,21.996455,0.0958544,11.206687299999999
Agra,2026-09-26 23:00:00,1,21.948682700000003,0.04971160000000001,10.4988677
Agra,2026-09-27 00:00:00,2,21.988340200000003,0.027446400000000006,10.204404104404103
Agra,2026-09-27 01:00:00,2,21.9679749,0.06928660000000002,9.625092525092525
Agra,2026-09-27 02:00:00,2,21.9968535,0.027446400000000006,8.565075865075865
Agra,2026-09-27 03:00:00,2,21.8339312,0.014393800000000005,8.726756526756526
Agra,2026-09-27 04:00:00,2,21.665353699999997,0.014393800000000005,9.308971508971508
Agra,2026-09-27 05:00:00,2,21.609233099999997,0.014393800000000005,9.177674577674576
Agra,2026-09-27 06:00:00,2,21.8732644,0.014393800000000005,9.501660601660602
Agra,2026-09-27 07:00:00,2,22.4645377,0.0,9.991343291343291
Agra,2026-09-27 08:00:00,2,23.4867434,0.027446400000000006,11.495162595162597
Agra,2026-09-27 09:00:00,2,24.5223133,0.027446400000000006,11.834920034920035
Agra,2026-09-27 10:00:00,2,25.8087262,0.0,12.665129465129464
Agra,2026-09-27 11:00:00,2,26.8317761,0.0,10.951133551133552
Agra,2026-09-27 12:00:00,2,27.3522842,0.0,12.842741242741244
Agra,2026-09-27 13:00:00,2,28.413366099999998,0.0,14.847565047565048
Agra,2026-09-27 14:00:00,2,29.0823424,0.0,16.014344114344112
Agra,2026-09-27 15:00:00,2,28.6325311,0.0,16.953267953267954
Agra,2026-09-27 16:00:00,2,27.4196356,0.0,17.07896447896448
Agra,2026-09-27 17:00:00,2,26.2474287,0.0,14.221247221247221
Agra,2026-09-27 18:00:00,2,24.978661300000002,0.0,12.546409346409346
Agra,2026-09-27 19:00:00,2,24.1034838,0.0,10.873641573641573
Agra,2026-09-27 20:00:00,2,23.2603852,0.0,10.633155733155732
Agra,2026-09-27 21:00:00,2,22.622613599999998,0.0,8.596113296113296
Agra,2026-09-27 22:00:00,2,22.1064288,0.0,6.186533886533886
Agra,2026-09-27 23:00:00,2,21.7959742,0.0,6.168185268185267
Agra,2026-09-28 00:00:00,3,21.592188,0.0,6.741438641438643
Agra,2026-09-28 01:00:00,3,21.518268900000002,0.0,7.239303639303641
Agra,2026-09-28 02:00:00,3,21.471353399999998,0.0,6.746949046949047
Agra,2026-09-28 03:00:00,3,21.5107735,0.0,6.519812419812419
Agra,2026-09-28 04:00:00,3,21.504332500000004,0.0,5.64938444938445
Agra,2026-09-28 05:00:00,3,21.5614943,0.0,5.3294883294883295
Agra,2026-09-28 06:00:00,3,21.6552553,0.0,5.385944485944487
Agra,2026-09-28 07:00:00,3,22.364385499999997,0.0,6.226292526292527
Agra,2026-09-28 08:00:00,3,23.5794295,0.0,6.831432431432432
Agra,2026-09-28 09:00:00,3,24.989614099999997,0.0,6.95959895959896
Agra,2026-09-28 10:00:00,3,26.6171449,0.0,7.495597595597596
Agra,2026-09-28 11:00:00,3,27.8743149,0.0,7.942933742933744
Agra,2026-09-28 12:00:00,3,29.0892272,0.0,9.04890104890105
Agra,2026-09-28 13:00:00,3,29.9072941,0.0,9.863362763362765
Agra,2026-09-28 14:00:00,3,30.3351501,0.0,10.215451015451016
Agra,2026-09-28 15:00:00,3,30.471547299999997,0.0,10.616443616443618
Agra,2026-09-28 16:00:00,3,30.1273292,0.0,9.755011155011157
Agra,2026-09-28 17:00:00,3,29.166098599999998,0.0,7.6933584933584935
Agra,2026-09-28 18:00:00,3,27.6881108,0.0,6.287990287990288
Agra,2026-09-28 19:00:00,3,26.314648700000003,0.0,5.756142356142356
Agra,2026-09-28 20:00:00,3,25.193093499999996,0.0,5.6056318056318055
Agra,2026-09-28 21:00:00,3,24.554324100000002,0.0,5.175134375134376
Agra,2026-09-28 22:00:00,3,24.211354200000002,0.0,5.066143366143367
Agra,2026-09-28 23:00:00,3,23.9187796,0.0,4.470552170552171
Ahmedabad,2026-09-26 00:00:00,1,27.923226523226525,0.0,17.6832654
Ahmedabad,2026-09-26 01:00:00,1,27.2029494029494,0.0,17.4439329
Ahmedabad,2026-09-26 02:00:00,1,26.556738056738055,0.0,16.3177917
Ahmedabad,2026-09-26 03:00:00,1,25.932258232258235,0.0,14.306038599999999
Ahmedabad,2026-09-26 04:00:00,1,25.410457910457907,0.0,11.477487999999997
Ahmedabad,2026-09-26 05:00:00,1,25.13103313103313,0.0,9.9412121
Ahmedabad,2026-09-26 06:00:00,1,24.923720523720522,0.0,10.3286589
Ahmedabad,2026-09-26 07:00:00,1,25.431397431397432,0.0,11.6299004
Ahmedabad,2026-09-26 08:00:00,1,26.876653576653577,0.0,14.839488800000002
Ahmedabad,2026-09-26 09:00:00,1,28.555352455352455,0.0,17.1008139
Ahmedabad,2026-09-26 10:00:00,1,30.04361044361044,0.0,17.240015
Ahmedabad,2026-09-26 11:00:00,1,31.543312343312344,0.0,17.2421024
Ahmedabad,2026-09-26 12:00:00,1,32.822737122737124,0.0,17.8622888
Ahmedabad,2026-09-26 13:00:00,1,33.82713832713832,0.0,18.5806815
Ahmedabad,2026-09-26 14:00:00,1,34.46891766891767,0.0,19.2681727
Ahmedabad,2026-09-26 15:00:00,1,34.65981715981716,0.0,19.320209300000002
Ahmedabad,2026-09-26 16:00:00,1,34.31300241300241,0.0,18.614776999999997
Ahmedabad,2026-09-26 17:00:00,1,33.51339221339221,0.0,16.4229044
Ahmedabad,2026-09-26 18:00:00,1,31.926227026227025,0.0,14.0859731
Ahmedabad,2026-09-26 19:00:00,1,30.497682097682095,0.0,13.595885800000001
Ahmedabad,2026-09-26 20:00:00,1,29.426563126563124,0.0,12.3574996
Ahmedabad,2026-09-26 21:00:00,1,28.414889914889912,0.0,12.4064237
Ahmedabad,2026-09-26 22:00:00,1,27.626402626402623,0.0,12.7743102
Ahmedabad,2026-09-26 23:00:00,1,26.949359249359247,0.0,12.761956900000001
Ahmedabad,2026-09-27 00:00:00,2,26.375434300000002,0.0,12.127263899999999
Ahmedabad,2026-09-27 01:00:00,2,25.7875705,0.0,12.3809775
Ahmedabad,2026-09-27 02:00:00,2,25.2812836,0.0,12.8516476
Ahmedabad,2026-09-27 03:00:00,2,24.834373399999997,0.0,12.6495481
Ahmedabad,2026-09-27 04:00:00,2,24.4141769,0.0,12.3581929
Ahmedabad,2026-09-27 05:00:00,2,24.2515328,0.0,12.0388539
Ahmedabad,2026-09-27 06:00:00,2,24.268303699999997,0.0,12.351166599999999
Ahmedabad,2026-09-27 07:00:00,2,24.828875599999996,0.0,13.3934629
Ahmedabad,2026-09-27 08:00:00,2,26.049230299999998,0.0,15.481902799999999
Ahmedabad,2026-09-27 09:00:00,2,27.6114544,0.0,15.86232
Ahmedabad,2026-09-27 10:00:00,2,29.233144900000006,0.0,15.4269175
Ahmedabad,2026-09-27 11:00:00,2,30.609508899999998,0.0,14.539774999999999
Ahmedabad,2026-09-27 12:00:00,2,31.7951793,0.0,14.165100200000001
Ahmedabad,2026-09-27 13:00:00,2,32.688472399999995,0.0,14.0434484
Ahmedabad,2026-09-27 14:00:00,2,33.3078113,0.0,13.9859132
Ahmedabad,2026-09-27 15:00:00,2,33.5958333,0.0,13.501737000000002
Ahmedabad,2026-09-27 16:00:00,2,33.606633699999996,0.0,12.6395297
Ahmedabad,2026-09-27 17:00:00,2,33.157751299999994,0.0,11.537022
Ahmedabad,2026-09-27 18:00:00,2,31.2516146,0.0,11.6652408
Ahmedabad,2026-09-27 19:00:00,2,29.9236639,0.0,9.745804
Ahmedabad,2026-09-27 20:00:00,2,28.7942192,0.0,12.117536600000001
Ahmedabad,2026-09-27 21:00:00,2,28.1583155,0.0,10.5834617
Ahmedabad,2026-09-27 22:00:00,2,27.643638,0.0,8.3568807
Ahmedabad,2026-09-27 23:00:00,2,27.0861753,0.0,6.5872881
Ahmedabad,2026-09-28 00:00:00,3,26.5317354,0.0,8.211969499999999
Ahmedabad,2026-09-28 01:00:00,3,26.0559107,0.0,10.592415299999999
Ahmedabad,2026-09-28 02:00:00,3,25.6306895,0.0,10.3108428
Ahmedabad,2026-09-28 03:00:00,3,25.2048423,0.0,9.0054724
Ahmedabad,2026-09-28 04:00:00,3,24.681851599999998,0.0,8.1509286
Ahmedabad,2026-09-28 05:00:00,3,24.1727235,0.0,7.4757391
Ahmedabad,2026-09-28 06:00:00,3,23.901980000000002,0.0,7.208048999999999
Ahmedabad,2026-09-28 07:00:00,3,24.2860134,0.0,7.764064399999999
Ahmedabad,2026-09-28 08:00:00,3,25.6362587,0.0,8.8761461
Ahmedabad,2026-09-28 09:00:00,3,27.1366112,0.0,9.3445954
Ahmedabad,2026-09-28 10:00:00,3,28.6502003,0.0,9.136878199999998
Ahmedabad,2026-09-28 11:00:00,3,29.9648385,0.0,8.9254397
Ahmedabad,2026-09-28 12:00:00,3,31.091884399999998,0.0,9.3746879
Ahmedabad,2026-09-28 13:00:00,3,31.8200385,0.0,9.525428
Ahmedabad,2026-09-28 14:00:00,3,32.4127942,0.0,9.1955712
Ahmedabad,2026-09-28 15:00:00,3,32.659348300000005,0.0,8.6035502
Ahmedabad,2026-09-28 16:00:00,3,32.6065284,0.0,7.569295799999999
Ahmedabad,2026-09-28 17:00:00,3,32.2413008,0.0,6.2363322
Ahmedabad,2026-09-28 18:00:00,3,30.818276100000002,0.0,6.371816999999998
Ahmedabad,2026-09-28 19:00:00,3,29.3850292,0.0,5.6066655999999995
Ahmedabad,2026-09-28 20:00:00,3,28.3505444,0.0,5.800748499999999
Ahmedabad,2026-09-28 21:00:00,3,27.4497097,0.0,5.8888946
Ahmedabad,2026-09-28 22:00:00,3,26.7345893,0.0,6.5541491999999995
Ahmedabad,2026-09-28 23:00:00,3,26.256268900000002,0.0,6.912215699999999
Amritsar,2026-09-26 00:00:00,1,24.556672856672858,0.0,4.393242093242093
Amritsar,2026-09-26 01:00:00,1,24.02269512269512,0.0,3.9985685985685984
Amritsar,2026-09-26 02:00:00,1,23.550027250027252,0.0,3.9198070198070196
Amritsar,2026-09-26 03:00:00,1,23.130984430984427,0.0,3.228154528154528
Amritsar,2026-09-26 04:00:00,1,22.845073445073446,0.0,3.0161503161503163
Amritsar,2026-09-26 05:00:00,1,23.333157133157133,0.0,3.3884355884355886
Amritsar,2026-09-26 06:00:00,1,23.025474225474227,0.0,3.591419791419791
Amritsar,2026-09-26 07:00:00,1,24.3005329005329,0.0,3.2982141982141986
Amritsar,2026-09-26 08:00:00,1,26.40867430867431,0.0,1.8498761498761498
Amritsar,2026-09-26 09:00:00,1,28.665801865801864,0.0,2.717569617569618
Amritsar,2026-09-26 10:00:00,1,30.56089626089626,0.0,4.335172535172536
Amritsar,2026-09-26 11:00:00,1,32.02708742708742,0.0,6.464744464744465
Amritsar,2026-09-26 12:00:00,1,32.82752302752303,0.0,8.511330211330211
Amritsar,2026-09-26 13:00:00,1,33.32184402184402,0.0,10.501007401007401
Amritsar,2026-09-26 14:00:00,1,33.596686596686595,0.0,11.54935614935615
Amritsar,2026-09-26 15:00:00,1,33.36125846125846,0.0,11.277711377711377
Amritsar,2026-09-26 16:00:00,1,32.75884145884146,0.0,10.242778242778241
Amritsar,2026-09-26 17:00:00,1,31.715438915438916,0.0,8.445869445869445
Amritsar,2026-09-26 18:00:00,1,29.634895334895333,0.0,7.287718687718687
Amritsar,2026-09-26 19:00:00,1,27.926389926389923,0.0,7.204527804527803
Amritsar,2026-09-26 20:00:00,1,26.76906726906727,0.0,6.648932148932149
Amritsar,2026-09-26 21:00:00,1,25.927404727404728,0.0,5.883642183642184
Amritsar,2026-09-26 22:00:00,1,25.295723295723295,0.0,5.4315657315657315
Amritsar,2026-09-26 23:00:00,1,24.786830486830485,0.0,8.577194177194176
Amritsar,2026-09-27 00:00:00,2,23.96704586704587,0.0,10.432805232805233
Amritsar,2026-09-27 01:00:00,2,23.36184096184096,0.0,9.380515680515682
Amritsar,2026-09-27 02:00:00,2,22.963761163761163,0.0,9.677291077291079
Amritsar,2026-09-27 03:00:00,2,22.444704844704845,0.0,8.556667556667557
Amritsar,2026-09-27 04:00:00,2,21.966539266539264,0.0,7.907033907033908
Amritsar,2026-09-27 05:00:00,2,21.759690059690058,0.0,6.941161941161942
Amritsar,2026-09-27 06:00:00,2,22.003109203109204,0.0,6.4304415304415325
Amritsar,2026-09-27 07:00:00,2,23.23448043448043,0.0,7.503004603004603
Amritsar,2026-09-27 08:00:00,2,24.884871684871683,0.0,9.806840706840708
Amritsar,2026-09-27 09:00:00,2,26.868037768037766,0.0,9.884619684619686
Amritsar,2026-09-27 10:00:00,2,28.772823772823777,0.0,9.865753465753468
Amritsar,2026-09-27 11:00:00,2,30.460177660177656,0.0,9.696497596497599
Amritsar,2026-09-27 12:00:00,2,31.755167155167157,0.0,8.966220366220368
Amritsar,2026-09-27 13:00:00,2,32.644512744512745,0.0,7.574141674141675
Amritsar,2026-09-27 14:00:00,2,33.398243998244,0.0,5.356219356219357
Amritsar,2026-09-27 15:00:00,2,33.321426721426725,0.0,4.985429785429787
Amritsar,2026-09-27 16:00:00,2,32.9017985017985,0.0,5.187591187591189
Amritsar,2026-09-27 17:00:00,2,31.974973674973675,0.0,6.644640644640646
Amritsar,2026-09-27 18:00:00,2,29.86279666279666,0.0,7.654127554127555
Amritsar,2026-09-27 19:00:00,2,28.21054661054661,0.05362900000000001,8.300311800311801
Amritsar,2026-09-27 20:00:00,2,26.803651003651005,0.05362900000000001,10.376068176068177
Amritsar,2026-09-27 21:00:00,2,26.157606757606757,0.0,11.81890091890092
Amritsar,2026-09-27 22:00:00,2,25.53325393325393,0.0,11.661276761276763
Amritsar,2026-09-27 23:00:00,2,24.989129889129888,0.0,11.629516329516331
Amritsar,2026-09-28 00:00:00,3,24.4225779,0.0,11.8616318
Amritsar,2026-09-28 01:00:00,3,23.7668128,0.0,10.6852582
Amritsar,2026-09-28 02:00:00,3,23.1600516,0.0,10.253132399999998
Amritsar,2026-09-28 03:00:00,3,22.7312061,0.013152900000000002,9.755927999999999
Amritsar,2026-09-28 04:00:00,3,22.151131499999998,0.026305800000000004,8.5726468
Amritsar,2026-09-28 05:00:00,3,21.6610942,0.013152900000000002,8.230752599999999
Amritsar,2026-09-28 06:00:00,3,21.327872,0.062767,7.513325
Amritsar,2026-09-28 07:00:00,3,21.9899221,0.062767,6.1440094
Amritsar,2026-09-28 08:00:00,3,23.4021513,0.062767,6.0724368
Amritsar,2026-09-28 09:00:00,3,25.0795817,0.0,6.663777199999999
Amritsar,2026-09-28 10:00:00,3,26.6852323,0.0,9.0380238
Amritsar,2026-09-28 11:00:00,3,27.8482405,0.0328096,9.9026934
Amritsar,2026-09-28 12:00:00,3,28.884456,0.0328096,8.946659799999999
Amritsar,2026-09-28 13:00:00,3,29.797804300000003,0.0,8.738392000000001
Amritsar,2026-09-28 14:00:00,3,30.2976965,0.0,8.3397608
Amritsar,2026-09-28 15:00:00,3,30.4403315,0.0,6.300173
Amritsar,2026-09-28 16:00:00,3,30.5936623,0.0,6.686496399999999
Amritsar,2026-09-28 17:00:00,3,29.9117033,0.0,7.166838599999999
Amritsar,2026-09-28 18:00:00,3,28.0981487,0.0,6.7940252
Amritsar,2026-09-28 19:00:00,3,26.4870034,0.0,6.3489775999999996
Amritsar,2026-09-28 20:00:00,3,25.4896135,0.0,6.5745848
Amritsar,2026-09-28 21:00:00,3,24.8054541,0.0,6.1286292
Amritsar,2026-09-28 22:00:00,3,24.116692399999998,0.0,5.6622656
Amritsar,2026-09-28 23:00:00,3,23.6907887,0.0,5.379051
Bengaluru,2026-09-26 00:00:00,1,20.742573757426243,0.0,16.4956754
Bengaluru,2026-09-26 01:00:00,1,20.496249103750895,0.0,16.1911598
Bengaluru,2026-09-26 02:00:00,1,20.276762123237873,0.0,15.7872931
Bengaluru,2026-09-26 03:00:00,1,20.14225855774144,0.025477200000000002,15.7725996
Bengaluru,2026-09-26 04:00:00,1,20.038656461343535,0.0,15.271654999999999
Bengaluru,2026-09-26 05:00:00,1,20.049471550528445,0.050954400000000004,13.5098156
Bengaluru,2026-09-26 06:00:00,1,20.25320484679515,0.0,14.1324981
Bengaluru,2026-09-26 07:00:00,1,20.959680740319257,0.0,15.0386271
Bengaluru,2026-09-26 08:00:00,1,22.270642329357663,0.0,16.8486994
Bengaluru,2026-09-26 09:00:00,1,23.75709344290655,0.0,17.2548328
Bengaluru,2026-09-26 10:00:00,1,25.32391107608892,0.0,17.5236589
Bengaluru,2026-09-26 11:00:00,1,26.672247727752268,0.0,17.2345326
Bengaluru,2026-09-26 12:00:00,1,27.68553651446348,0.027458100000000003,16.5607987
Bengaluru,2026-09-26 13:00:00,1,28.34254505745494,0.027458100000000003,15.565891799999998
Bengaluru,2026-09-26 14:00:00,1,28.742276157723836,0.027458100000000003,14.8500278
Bengaluru,2026-09-26 15:00:00,1,28.679660020339973,0.0,14.148360799999999
Bengaluru,2026-09-26 16:00:00,1,28.24200725799274,0.0,13.062751899999999
Bengaluru,2026-09-26 17:00:00,1,27.42424807575192,0.0,11.487187899999999
Bengaluru,2026-09-26 18:00:00,1,25.96755473244526,0.025477200000000002,8.784019400000002
Bengaluru,2026-09-26 19:00:00,1,24.702519997479996,0.0,8.3004272
Bengaluru,2026-09-26 20:00:00,1,23.778746621253376,0.025477200000000002,8.5975945
Bengaluru,2026-09-26 21:00:00,1,23.2022575977424,0.0,6.715798899999999
Bengaluru,2026-09-26 22:00:00,1,22.44178465821534,0.0,7.3343138
Bengaluru,2026-09-26 23:00:00,1,21.891720208279786,0.0,8.7814859
Bengaluru,2026-09-27 00:00:00,2,21.2536146,0.0,8.9995548
Bengaluru,2026-09-27 01:00:00,2,20.675369000000003,0.0,7.712702200000001
Bengaluru,2026-09-27 02:00:00,2,20.005047,0.0,7.0095911
Bengaluru,2026-09-27 03:00:00,2,19.455975799999997,0.0,6.356787200000001
Bengaluru,2026-09-27 04:00:00,2,18.9829978,0.0,6.180008600000001
Bengaluru,2026-09-27 05:00:00,2,18.733567999999998,0.0,5.801122900000001
Bengaluru,2026-09-27 06:00:00,2,18.9050526,0.0,5.6221863
Bengaluru,2026-09-27 07:00:00,2,20.3431176,0.0,6.6163557
Bengaluru,2026-09-27 08:00:00,2,22.443641999999997,0.0,8.629460100000001
Bengaluru,2026-09-27 09:00:00,2,24.5665638,0.0,8.9506795
Bengaluru,2026-09-27 10:00:00,2,26.6460566,0.0,9.0875476
Bengaluru,2026-09-27 11:00:00,2,28.1936184,0.0,8.822782799999999
Bengaluru,2026-09-27 12:00:00,2,29.271831399999996,0.027970872029127965,7.9942136
Bengaluru,2026-09-27 13:00:00,2,29.9986016,0.027970872029127965,7.680118500000001
Bengaluru,2026-09-27 14:00:00,2,30.2978358,0.027970872029127965,8.270211800000002
Bengaluru,2026-09-27 15:00:00,2,30.1987084,0.0,8.669807000000002
Bengaluru,2026-09-27 16:00:00,2,29.666939,0.0,9.0288641
Bengaluru,2026-09-27 17:00:00,2,28.7594288,0.0,8.101633500000002
Bengaluru,2026-09-27 18:00:00,2,27.2638814,0.0,5.5713521
Bengaluru,2026-09-27 19:00:00,2,25.8276456,0.0,4.4144266000000005
Bengaluru,2026-09-27 20:00:00,2,24.8452346,0.0,4.0262188000000005
Bengaluru,2026-09-27 21:00:00,2,24.0078064,0.0,4.685698499999999
Bengaluru,2026-09-27 22:00:00,2,23.274773200000002,0.0,5.1451102
Bengaluru,2026-09-27 23:00:00,2,22.8192198,0.0,5.3988453000000005
Bengaluru,2026-09-28 00:00:00,3,22.4422524,0.0,6.1276869000000005
Bengaluru,2026-09-28 01:00:00,3,22.2468318,0.0,6.3329214
Bengaluru,2026-09-28 02:00:00,3,21.85849,0.0,6.5669846000000005
Bengaluru,2026-09-28 03:00:00,3,21.5101232,0.0,6.1496104
Bengaluru,2026-09-28 04:00:00,3,21.155927300000002,0.024653400000000002,5.2771507
Bengaluru,2026-09-28 05:00:00,3,20.9428054,0.0,4.3563183
Bengaluru,2026-09-28 06:00:00,3,21.048543199999997,0.0,4.5162143
Bengaluru,2026-09-28 07:00:00,3,22.423147900000004,0.0,5.5003579
Bengaluru,2026-09-28 08:00:00,3,24.394873800000003,0.0,6.8261297
Bengaluru,2026-09-28 09:00:00,3,26.350556299999997,0.027129700000000003,6.4024616000000005
Bengaluru,2026-09-28 10:00:00,3,27.9887515,0.027129700000000003,4.561456
